web-scraper-order,web-scraper-start-url,data,image-src,name
"1761510349-89","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/d99a9974-7118-4dd9-9836-885a51932ceb.png","קאסה לונה אילת"
"1761510349-90","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/db595f5a-6809-4d34-9a9f-97d3b35be684.png","קפה אופטימי Italian&Israeli Kitchen"
"1761510349-91","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/1c8db7fb-4a85-4015-a38a-bbcf5b13fb71.png","אשכרה בשרים אילת"
"1761510349-92","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/d1efbb25-2967-4568-9b7f-4f024e348053.png","מרינה ביי"
"1761510349-93","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/308b36c8-3026-445f-bc50-3b53aa20b3a2.png","רשת יומנגס"
"1761510349-94","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/b364605e-f0ed-45ef-99aa-818886028c07.png","גסטה"
"1761510349-95","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/ead401f2-54ca-4c0f-8d0c-513411399a4d.png","בשורה"
"1761510349-96","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/826c071e-937f-42ba-93d7-e108adaf0940.png","טגלוס"
"1761510349-97","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/810e1463-167a-45e3-a2c9-a2ebacfba9cd.png","מתאו"
"1761510349-98","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/6959e2e8-d86a-472f-a17a-744cb560f342.png","שוקו לולו"
"1761510349-99","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/e6d50a40-44ae-4c63-803d-24d22e2c8f59.png","פינתי"
"1761510349-100","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/4a5d6f8e-011e-4d33-8889-4f8afbbb98c2.png","דלימארק"
"1761510349-101","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/1ea76238-8e20-44e7-93b4-1305b376afad.png","אווז הזהב אקספרס"
"1761510349-102","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/7f2900b9-41d8-4249-bf6b-3cef8d6398aa.png","מסעדת לוקנדה"
"1761510349-103","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/5ec902bf-a407-4700-ab4c-a89e7c47d91d.png","באלי בורגר"
"1761510349-104","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/e097a3f3-5509-4a85-b22b-c941b7a01ba3.png","פאב הדובים"
"1761510349-105","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/bf6f6cef-b6a1-4ec4-abe1-54b9ea96074f.png","מסעדת דוקא"
"1761510349-106","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/cd1b6d81-b7f6-489c-b86b-a3c8860a819b.png","הסושיה אילת"
"1761510349-107","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/212fd575-0f28-433d-841d-42f513c7c7f5.png","פיקולו"
"1761510349-108","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/821d1215-38cc-4a02-8be8-be37d963dcf3.png","קפטן הוק"
"1761510349-109","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/d78b5221-7fab-46b6-b3f2-e516bd5b5de1.png","דוניה רוסה"
"1761510349-110","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/96c84603-6d74-4a6c-971c-03cdb62d8e38.png","צ׳וצ׳ו פאטיו"
"1761510349-111","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/6423fe53-742b-4bba-93ab-0f77a2546f1d.png","ראנץ' האוס ים המלח"
"1761510349-112","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/776cb859-7259-4919-8a91-310415487cf6.png","ליבירה"
"1761510349-113","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/ae28e4bd-199d-4236-b711-c108e46527a6.png","אומינו סושי - Umino Sushi"
"1761510349-114","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/cf7ed68c-b3d1-4186-a347-49a70ece586c.png","מיט טיים"
"1761510349-115","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/6dce397a-0fc9-4b1e-8d9c-2c09b1b595b5.png","ספרינקלס בייקרי TLV"
"1761510349-116","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/6be3e6b1-d621-4d2a-b087-0d423f327554.png","מסעדת אינדירה"
"1761510349-117","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/f8d2e410-5aed-4ecd-93ca-a2118637005d.png","גנדי"
"1761510349-118","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/a2460625-73c2-4f15-95d3-737b566a8d4d.png","Just Meat"
"1761510349-119","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/cca7a003-a210-4091-93c9-f5abe7cb3899.png","פסאו"
"1761510349-120","https://www.behatsdaa.org.il/card/shops?walletId=2868","לרשימת הסניפים","https://pics.k4a.co.il/share/NewUploads/BusinessLogo/b260d442-e32b-473b-86a9-7ab9c8577767.png","שיפודים אקספרס אילת"
